image,label
railwaystation_091.jpg,railwaystation
railwaystation_154.jpg,railwaystation
railwaystation_223.jpg,railwaystation
railwaystation_013.jpg,railwaystation
railwaystation_216.jpg,railwaystation
railwaystation_177.jpg,railwaystation
railwaystation_190.jpg,railwaystation
railwaystation_011.jpg,railwaystation
pond_142.jpg,pond
pond_368.jpg,pond
pond_122.jpg,pond
pond_270.jpg,pond
pond_009.jpg,pond
pond_209.jpg,pond
pond_130.jpg,pond
pond_055.jpg,pond
viaduct_265.jpg,viaduct
viaduct_313.jpg,viaduct
viaduct_202.jpg,viaduct
viaduct_280.jpg,viaduct
viaduct_131.jpg,viaduct
viaduct_008.jpg,viaduct
viaduct_223.jpg,viaduct
viaduct_326.jpg,viaduct
bareland_242.jpg,bareland
bareland_214.jpg,bareland
bareland_055.jpg,bareland
bareland_032.jpg,bareland
bareland_026.jpg,bareland
bareland_075.jpg,bareland
bareland_015.jpg,bareland
bareland_277.jpg,bareland
park_311.jpg,park
park_241.jpg,park
park_282.jpg,park
park_329.jpg,park
park_204.jpg,park
park_247.jpg,park
park_142.jpg,park
park_201.jpg,park
farmland_014.jpg,farmland
farmland_079.jpg,farmland
farmland_285.jpg,farmland
farmland_141.jpg,farmland
farmland_313.jpg,farmland
farmland_103.jpg,farmland
farmland_124.jpg,farmland
farmland_267.jpg,farmland
stadium_231.jpg,stadium
stadium_121.jpg,stadium
stadium_001.jpg,stadium
stadium_011.jpg,stadium
stadium_077.jpg,stadium
stadium_133.jpg,stadium
stadium_212.jpg,stadium
stadium_002.jpg,stadium
parking_294.jpg,parking
parking_056.jpg,parking
parking_331.jpg,parking
parking_096.jpg,parking
parking_058.jpg,parking
parking_240.jpg,parking
parking_011.jpg,parking
parking_312.jpg,parking
industrial_196.jpg,industrial
industrial_267.jpg,industrial
industrial_212.jpg,industrial
industrial_204.jpg,industrial
industrial_352.jpg,industrial
industrial_351.jpg,industrial
industrial_066.jpg,industrial
industrial_264.jpg,industrial
mediumresidential_147.jpg,mediumresidential
mediumresidential_089.jpg,mediumresidential
mediumresidential_185.jpg,mediumresidential
mediumresidential_002.jpg,mediumresidential
mediumresidential_026.jpg,mediumresidential
mediumresidential_091.jpg,mediumresidential
mediumresidential_079.jpg,mediumresidential
mediumresidential_114.jpg,mediumresidential
commercial_001.jpg,commercial
commercial_030.jpg,commercial
commercial_080.jpg,commercial
commercial_251.jpg,commercial
commercial_274.jpg,commercial
commercial_288.jpg,commercial
commercial_205.jpg,commercial
commercial_312.jpg,commercial
river_256.jpg,river
river_317.jpg,river
river_399.jpg,river
river_319.jpg,river
river_156.jpg,river
river_232.jpg,river
river_265.jpg,river
river_081.jpg,river
airport_179.jpg,airport
airport_047.jpg,airport
airport_164.jpg,airport
airport_067.jpg,airport
airport_098.jpg,airport
airport_006.jpg,airport
airport_115.jpg,airport
airport_341.jpg,airport
sparseresidential_227.jpg,sparseresidential
sparseresidential_237.jpg,sparseresidential
sparseresidential_221.jpg,sparseresidential
sparseresidential_275.jpg,sparseresidential
