image,label
airplane05.tif,airplane
airplane70.tif,airplane
airplane67.tif,airplane
airplane15.tif,airplane
airplane82.tif,airplane
airplane59.tif,airplane
airplane16.tif,airplane
airplane72.tif,airplane
harbor41.tif,harbor
harbor31.tif,harbor
harbor46.tif,harbor
harbor63.tif,harbor
harbor62.tif,harbor
harbor92.tif,harbor
harbor89.tif,harbor
harbor56.tif,harbor
mobilehomepark65.tif,mobilehomepark
mobilehomepark62.tif,mobilehomepark
mobilehomepark02.tif,mobilehomepark
mobilehomepark47.tif,mobilehomepark
mobilehomepark31.tif,mobilehomepark
mobilehomepark53.tif,mobilehomepark
mobilehomepark46.tif,mobilehomepark
mobilehomepark96.tif,mobilehomepark
freeway36.tif,freeway
freeway79.tif,freeway
freeway69.tif,freeway
freeway81.tif,freeway
freeway00.tif,freeway
freeway78.tif,freeway
freeway84.tif,freeway
freeway62.tif,freeway
intersection10.tif,intersection
intersection21.tif,intersection
intersection61.tif,intersection
intersection34.tif,intersection
intersection96.tif,intersection
intersection51.tif,intersection
intersection33.tif,intersection
intersection57.tif,intersection
mediumresidential76.tif,mediumresidential
mediumresidential42.tif,mediumresidential
mediumresidential55.tif,mediumresidential
mediumresidential12.tif,mediumresidential
mediumresidential59.tif,mediumresidential
mediumresidential35.tif,mediumresidential
mediumresidential19.tif,mediumresidential
mediumresidential77.tif,mediumresidential
baseballdiamond13.tif,baseballdiamond
baseballdiamond74.tif,baseballdiamond
baseballdiamond75.tif,baseballdiamond
baseballdiamond46.tif,baseballdiamond
baseballdiamond88.tif,baseballdiamond
baseballdiamond52.tif,baseballdiamond
baseballdiamond83.tif,baseballdiamond
baseballdiamond58.tif,baseballdiamond
river79.tif,river
river36.tif,river
river63.tif,river
river73.tif,river
river74.tif,river
river10.tif,river
river27.tif,river
river15.tif,river
tenniscourt21.tif,tenniscourt
tenniscourt07.tif,tenniscourt
tenniscourt15.tif,tenniscourt
tenniscourt39.tif,tenniscourt
tenniscourt43.tif,tenniscourt
tenniscourt95.tif,tenniscourt
tenniscourt01.tif,tenniscourt
tenniscourt40.tif,tenniscourt
sparseresidential36.tif,sparseresidential
sparseresidential90.tif,sparseresidential
sparseresidential85.tif,sparseresidential
sparseresidential18.tif,sparseresidential
sparseresidential03.tif,sparseresidential
sparseresidential21.tif,sparseresidential
sparseresidential67.tif,sparseresidential
sparseresidential92.tif,sparseresidential
storagetanks06.tif,storagetanks
storagetanks80.tif,storagetanks
storagetanks11.tif,storagetanks
storagetanks18.tif,storagetanks
storagetanks22.tif,storagetanks
storagetanks87.tif,storagetanks
storagetanks90.tif,storagetanks
storagetanks13.tif,storagetanks
forest81.tif,forest
forest44.tif,forest
forest52.tif,forest
forest06.tif,forest
forest73.tif,forest
forest11.tif,forest
forest38.tif,forest
forest78.tif,forest
parkinglot54.tif,parkinglot
parkinglot51.tif,parkinglot
parkinglot77.tif,parkinglot
parkinglot80.tif,parkinglot
parkinglot18.tif,parkinglot
parkinglot15.tif,parkinglot
parkinglot56.tif,parkinglot
parkinglot98.tif,parkinglot
beach77.tif,beach
beach98.tif,beach
beach88.tif,beach
beach27.tif,beach
beach92.tif,beach
beach25.tif,beach
beach86.tif,beach
beach09.tif,beach
denseresidential33.tif,denseresidential
denseresidential02.tif,denseresidential
denseresidential27.tif,denseresidential
denseresidential72.tif,denseresidential
denseresidential99.tif,denseresidential
denseresidential76.tif,denseresidential
denseresidential47.tif,denseresidential
denseresidential87.tif,denseresidential
agricultural54.tif,agricultural
agricultural27.tif,agricultural
agricultural88.tif,agricultural
agricultural07.tif,agricultural
agricultural13.tif,agricultural
agricultural35.tif,agricultural
agricultural91.tif,agricultural
agricultural76.tif,agricultural
chaparral33.tif,chaparral
chaparral45.tif,chaparral
chaparral94.tif,chaparral
chaparral20.tif,chaparral
chaparral64.tif,chaparral
chaparral02.tif,chaparral
chaparral04.tif,chaparral
chaparral22.tif,chaparral
buildings12.tif,buildings
buildings04.tif,buildings
buildings41.tif,buildings
buildings17.tif,buildings
buildings06.tif,buildings
buildings85.tif,buildings
buildings61.tif,buildings
buildings30.tif,buildings
golfcourse00.tif,golfcourse
golfcourse78.tif,golfcourse
golfcourse98.tif,golfcourse
golfcourse56.tif,golfcourse
golfcourse70.tif,golfcourse
golfcourse10.tif,golfcourse
golfcourse04.tif,golfcourse
golfcourse59.tif,golfcourse
runway19.tif,runway
runway88.tif,runway
runway87.tif,runway
runway26.tif,runway
runway84.tif,runway
runway09.tif,runway
runway17.tif,runway
runway51.tif,runway
overpass56.tif,overpass
overpass79.tif,overpass
overpass69.tif,overpass
overpass44.tif,overpass
overpass58.tif,overpass
overpass54.tif,overpass
overpass88.tif,overpass
overpass95.tif,overpass
