image,label
airplane08.tif,airplane
airplane25.tif,airplane
airplane91.tif,airplane
airplane62.tif,airplane
airplane90.tif,airplane
airplane44.tif,airplane
airplane87.tif,airplane
airplane31.tif,airplane
airplane18.tif,airplane
airplane40.tif,airplane
harbor53.tif,harbor
harbor36.tif,harbor
harbor77.tif,harbor
harbor05.tif,harbor
harbor98.tif,harbor
harbor43.tif,harbor
harbor89.tif,harbor
harbor85.tif,harbor
harbor54.tif,harbor
harbor74.tif,harbor
mobilehomepark54.tif,mobilehomepark
mobilehomepark62.tif,mobilehomepark
mobilehomepark38.tif,mobilehomepark
mobilehomepark33.tif,mobilehomepark
mobilehomepark79.tif,mobilehomepark
mobilehomepark50.tif,mobilehomepark
mobilehomepark40.tif,mobilehomepark
mobilehomepark59.tif,mobilehomepark
mobilehomepark96.tif,mobilehomepark
mobilehomepark82.tif,mobilehomepark
freeway12.tif,freeway
freeway09.tif,freeway
freeway11.tif,freeway
freeway81.tif,freeway
freeway59.tif,freeway
freeway49.tif,freeway
freeway78.tif,freeway
freeway42.tif,freeway
freeway39.tif,freeway
freeway24.tif,freeway
intersection30.tif,intersection
intersection36.tif,intersection
intersection45.tif,intersection
intersection98.tif,intersection
intersection72.tif,intersection
intersection68.tif,intersection
intersection97.tif,intersection
intersection07.tif,intersection
intersection37.tif,intersection
intersection71.tif,intersection
mediumresidential57.tif,mediumresidential
mediumresidential66.tif,mediumresidential
mediumresidential48.tif,mediumresidential
mediumresidential87.tif,mediumresidential
mediumresidential03.tif,mediumresidential
mediumresidential47.tif,mediumresidential
mediumresidential01.tif,mediumresidential
mediumresidential05.tif,mediumresidential
mediumresidential62.tif,mediumresidential
mediumresidential22.tif,mediumresidential
baseballdiamond06.tif,baseballdiamond
baseballdiamond80.tif,baseballdiamond
baseballdiamond24.tif,baseballdiamond
baseballdiamond75.tif,baseballdiamond
baseballdiamond46.tif,baseballdiamond
baseballdiamond28.tif,baseballdiamond
baseballdiamond18.tif,baseballdiamond
baseballdiamond63.tif,baseballdiamond
baseballdiamond35.tif,baseballdiamond
baseballdiamond09.tif,baseballdiamond
river66.tif,river
river20.tif,river
river99.tif,river
river57.tif,river
river19.tif,river
river24.tif,river
river23.tif,river
river60.tif,river
river81.tif,river
river86.tif,river
tenniscourt05.tif,tenniscourt
tenniscourt84.tif,tenniscourt
tenniscourt42.tif,tenniscourt
tenniscourt48.tif,tenniscourt
tenniscourt17.tif,tenniscourt
tenniscourt59.tif,tenniscourt
tenniscourt56.tif,tenniscourt
tenniscourt11.tif,tenniscourt
tenniscourt66.tif,tenniscourt
tenniscourt43.tif,tenniscourt
sparseresidential04.tif,sparseresidential
sparseresidential79.tif,sparseresidential
sparseresidential23.tif,sparseresidential
sparseresidential09.tif,sparseresidential
sparseresidential90.tif,sparseresidential
sparseresidential86.tif,sparseresidential
sparseresidential28.tif,sparseresidential
sparseresidential35.tif,sparseresidential
sparseresidential76.tif,sparseresidential
sparseresidential26.tif,sparseresidential
storagetanks44.tif,storagetanks
storagetanks06.tif,storagetanks
storagetanks31.tif,storagetanks
storagetanks40.tif,storagetanks
storagetanks93.tif,storagetanks
storagetanks29.tif,storagetanks
storagetanks90.tif,storagetanks
storagetanks83.tif,storagetanks
storagetanks14.tif,storagetanks
storagetanks13.tif,storagetanks
forest79.tif,forest
forest47.tif,forest
forest32.tif,forest
forest24.tif,forest
forest23.tif,forest
forest80.tif,forest
forest52.tif,forest
forest88.tif,forest
forest43.tif,forest
forest78.tif,forest
parkinglot34.tif,parkinglot
parkinglot28.tif,parkinglot
parkinglot77.tif,parkinglot
parkinglot48.tif,parkinglot
parkinglot72.tif,parkinglot
parkinglot78.tif,parkinglot
parkinglot85.tif,parkinglot
parkinglot18.tif,parkinglot
parkinglot96.tif,parkinglot
parkinglot95.tif,parkinglot
beach85.tif,beach
beach74.tif,beach
beach37.tif,beach
beach21.tif,beach
beach04.tif,beach
beach66.tif,beach
beach43.tif,beach
beach09.tif,beach
beach65.tif,beach
beach36.tif,beach
denseresidential35.tif,denseresidential
denseresidential68.tif,denseresidential
denseresidential04.tif,denseresidential
denseresidential53.tif,denseresidential
denseresidential96.tif,denseresidential
denseresidential00.tif,denseresidential
denseresidential66.tif,denseresidential
denseresidential22.tif,denseresidential
denseresidential05.tif,denseresidential
denseresidential87.tif,denseresidential
agricultural82.tif,agricultural
agricultural94.tif,agricultural
agricultural99.tif,agricultural
agricultural88.tif,agricultural
agricultural75.tif,agricultural
agricultural52.tif,agricultural
agricultural21.tif,agricultural
agricultural39.tif,agricultural
agricultural86.tif,agricultural
agricultural53.tif,agricultural
chaparral99.tif,chaparral
chaparral80.tif,chaparral
chaparral02.tif,chaparral
chaparral86.tif,chaparral
chaparral53.tif,chaparral
chaparral58.tif,chaparral
chaparral85.tif,chaparral
chaparral67.tif,chaparral
chaparral47.tif,chaparral
chaparral91.tif,chaparral
buildings74.tif,buildings
buildings27.tif,buildings
buildings64.tif,buildings
buildings90.tif,buildings
buildings09.tif,buildings
buildings19.tif,buildings
buildings34.tif,buildings
buildings33.tif,buildings
buildings95.tif,buildings
buildings73.tif,buildings
golfcourse34.tif,golfcourse
golfcourse52.tif,golfcourse
golfcourse95.tif,golfcourse
golfcourse51.tif,golfcourse
golfcourse36.tif,golfcourse
golfcourse40.tif,golfcourse
golfcourse72.tif,golfcourse
golfcourse96.tif,golfcourse
golfcourse15.tif,golfcourse
golfcourse29.tif,golfcourse
runway77.tif,runway
runway27.tif,runway
runway28.tif,runway
runway37.tif,runway
runway20.tif,runway
runway54.tif,runway
runway49.tif,runway
runway23.tif,runway
runway05.tif,runway
runway63.tif,runway
overpass85.tif,overpass
overpass07.tif,overpass
overpass41.tif,overpass
overpass20.tif,overpass
overpass90.tif,overpass
overpass49.tif,overpass
overpass22.tif,overpass
overpass26.tif,overpass
overpass34.tif,overpass
overpass36.tif,overpass
