image,label
dense_residential_572.jpg,dense_residential
dense_residential_106.jpg,dense_residential
dense_residential_142.jpg,dense_residential
dense_residential_149.jpg,dense_residential
dense_residential_341.jpg,dense_residential
dense_residential_335.jpg,dense_residential
dense_residential_345.jpg,dense_residential
dense_residential_055.jpg,dense_residential
airplane_394.jpg,airplane
airplane_648.jpg,airplane
airplane_277.jpg,airplane
airplane_415.jpg,airplane
airplane_661.jpg,airplane
airplane_316.jpg,airplane
airplane_586.jpg,airplane
airplane_061.jpg,airplane
lake_217.jpg,lake
lake_211.jpg,lake
lake_530.jpg,lake
lake_167.jpg,lake
lake_074.jpg,lake
lake_106.jpg,lake
lake_099.jpg,lake
lake_361.jpg,lake
harbor_532.jpg,harbor
harbor_587.jpg,harbor
harbor_126.jpg,harbor
harbor_405.jpg,harbor
harbor_308.jpg,harbor
harbor_154.jpg,harbor
harbor_132.jpg,harbor
harbor_026.jpg,harbor
terrace_386.jpg,terrace
terrace_558.jpg,terrace
terrace_276.jpg,terrace
terrace_283.jpg,terrace
terrace_133.jpg,terrace
terrace_226.jpg,terrace
terrace_679.jpg,terrace
terrace_468.jpg,terrace
snowberg_420.jpg,snowberg
snowberg_015.jpg,snowberg
snowberg_201.jpg,snowberg
snowberg_108.jpg,snowberg
snowberg_552.jpg,snowberg
snowberg_274.jpg,snowberg
snowberg_453.jpg,snowberg
snowberg_667.jpg,snowberg
cloud_327.jpg,cloud
cloud_291.jpg,cloud
cloud_680.jpg,cloud
cloud_501.jpg,cloud
cloud_643.jpg,cloud
cloud_551.jpg,cloud
cloud_637.jpg,cloud
cloud_532.jpg,cloud
tennis_court_391.jpg,tennis_court
tennis_court_006.jpg,tennis_court
tennis_court_177.jpg,tennis_court
tennis_court_475.jpg,tennis_court
tennis_court_309.jpg,tennis_court
tennis_court_211.jpg,tennis_court
tennis_court_277.jpg,tennis_court
tennis_court_455.jpg,tennis_court
stadium_211.jpg,stadium
stadium_682.jpg,stadium
stadium_653.jpg,stadium
stadium_665.jpg,stadium
stadium_302.jpg,stadium
stadium_332.jpg,stadium
stadium_124.jpg,stadium
stadium_697.jpg,stadium
ground_track_field_544.jpg,ground_track_field
ground_track_field_560.jpg,ground_track_field
ground_track_field_180.jpg,ground_track_field
ground_track_field_305.jpg,ground_track_field
ground_track_field_165.jpg,ground_track_field
ground_track_field_655.jpg,ground_track_field
ground_track_field_436.jpg,ground_track_field
ground_track_field_121.jpg,ground_track_field
wetland_454.jpg,wetland
wetland_457.jpg,wetland
