image,label
dense_residential_039.jpg,dense_residential
dense_residential_294.jpg,dense_residential
dense_residential_587.jpg,dense_residential
dense_residential_057.jpg,dense_residential
dense_residential_428.jpg,dense_residential
dense_residential_268.jpg,dense_residential
dense_residential_582.jpg,dense_residential
dense_residential_690.jpg,dense_residential
dense_residential_367.jpg,dense_residential
dense_residential_350.jpg,dense_residential
airplane_355.jpg,airplane
airplane_652.jpg,airplane
airplane_289.jpg,airplane
airplane_138.jpg,airplane
airplane_613.jpg,airplane
airplane_154.jpg,airplane
airplane_577.jpg,airplane
airplane_625.jpg,airplane
airplane_528.jpg,airplane
airplane_063.jpg,airplane
lake_021.jpg,lake
lake_481.jpg,lake
lake_256.jpg,lake
lake_314.jpg,lake
lake_177.jpg,lake
lake_637.jpg,lake
lake_342.jpg,lake
lake_668.jpg,lake
lake_062.jpg,lake
lake_139.jpg,lake
harbor_603.jpg,harbor
harbor_628.jpg,harbor
harbor_622.jpg,harbor
harbor_063.jpg,harbor
harbor_311.jpg,harbor
harbor_638.jpg,harbor
harbor_571.jpg,harbor
harbor_367.jpg,harbor
harbor_563.jpg,harbor
harbor_218.jpg,harbor
terrace_540.jpg,terrace
terrace_125.jpg,terrace
terrace_302.jpg,terrace
terrace_224.jpg,terrace
terrace_342.jpg,terrace
terrace_313.jpg,terrace
terrace_190.jpg,terrace
terrace_073.jpg,terrace
terrace_387.jpg,terrace
terrace_126.jpg,terrace
snowberg_196.jpg,snowberg
snowberg_430.jpg,snowberg
snowberg_659.jpg,snowberg
snowberg_643.jpg,snowberg
snowberg_052.jpg,snowberg
snowberg_373.jpg,snowberg
snowberg_306.jpg,snowberg
snowberg_689.jpg,snowberg
snowberg_097.jpg,snowberg
snowberg_095.jpg,snowberg
cloud_134.jpg,cloud
cloud_115.jpg,cloud
cloud_007.jpg,cloud
cloud_494.jpg,cloud
cloud_028.jpg,cloud
cloud_414.jpg,cloud
cloud_409.jpg,cloud
cloud_497.jpg,cloud
cloud_018.jpg,cloud
cloud_389.jpg,cloud
tennis_court_557.jpg,tennis_court
tennis_court_496.jpg,tennis_court
tennis_court_683.jpg,tennis_court
tennis_court_559.jpg,tennis_court
tennis_court_130.jpg,tennis_court
tennis_court_306.jpg,tennis_court
tennis_court_488.jpg,tennis_court
tennis_court_146.jpg,tennis_court
tennis_court_597.jpg,tennis_court
tennis_court_330.jpg,tennis_court
stadium_047.jpg,stadium
stadium_402.jpg,stadium
stadium_151.jpg,stadium
stadium_049.jpg,stadium
stadium_284.jpg,stadium
stadium_589.jpg,stadium
stadium_510.jpg,stadium
stadium_306.jpg,stadium
stadium_603.jpg,stadium
stadium_695.jpg,stadium
ground_track_field_336.jpg,ground_track_field
ground_track_field_164.jpg,ground_track_field
