image,label
resort353.jpg,45
resort182.jpg,45
resort608.jpg,45
resort798.jpg,45
resort428.jpg,45
resort383.jpg,45
resort642.jpg,45
resort103.jpg,45
resort629.jpg,45
resort382.jpg,45
parking_space_marking628.jpg,40
parking_space_marking341.jpg,40
parking_space_marking655.jpg,40
parking_space_marking248.jpg,40
parking_space_marking30.jpg,40
parking_space_marking763.jpg,40
parking_space_marking570.jpg,40
parking_space_marking575.jpg,40
parking_space_marking386.jpg,40
parking_space_marking706.jpg,40
mobile_home_park621.jpg,32
mobile_home_park656.jpg,32
mobile_home_park88.jpg,32
mobile_home_park240.jpg,32
mobile_home_park663.jpg,32
mobile_home_park564.jpg,32
mobile_home_park544.jpg,32
mobile_home_park492.jpg,32
mobile_home_park131.jpg,32
mobile_home_park779.jpg,32
railway431.jpg,42
railway155.jpg,42
railway378.jpg,42
railway8.jpg,42
railway740.jpg,42
railway224.jpg,42
railway586.jpg,42
railway325.jpg,42
railway242.jpg,42
railway462.jpg,42
thermal_power_station386.jpg,65
thermal_power_station157.jpg,65
thermal_power_station413.jpg,65
thermal_power_station440.jpg,65
thermal_power_station771.jpg,65
thermal_power_station493.jpg,65
thermal_power_station716.jpg,65
thermal_power_station397.jpg,65
thermal_power_station740.jpg,65
thermal_power_station178.jpg,65
airport_runway_marking464.jpg,3
airport_runway_marking566.jpg,3
airport_runway_marking685.jpg,3
airport_runway_marking469.jpg,3
airport_runway_marking281.jpg,3
airport_runway_marking141.jpg,3
airport_runway_marking305.jpg,3
airport_runway_marking561.jpg,3
airport_runway_marking409.jpg,3
airport_runway_marking727.jpg,3
sea_ice343.jpg,51
sea_ice556.jpg,51
sea_ice412.jpg,51
sea_ice175.jpg,51
sea_ice684.jpg,51
sea_ice78.jpg,51
sea_ice426.jpg,51
sea_ice455.jpg,51
sea_ice141.jpg,51
sea_ice758.jpg,51
airport586.jpg,2
airport495.jpg,2
airport377.jpg,2
airport561.jpg,2
airport429.jpg,2
airport155.jpg,2
airport604.jpg,2
airport48.jpg,2
airport778.jpg,2
airport511.jpg,2
golf_course694.jpg,24
golf_course366.jpg,24
golf_course784.jpg,24
golf_course481.jpg,24
golf_course670.jpg,24
golf_course492.jpg,24
golf_course595.jpg,24
golf_course2.jpg,24
golf_course144.jpg,24
golf_course193.jpg,24
baseball_field792.jpg,5
baseball_field704.jpg,5
baseball_field766.jpg,5
baseball_field353.jpg,5
baseball_field373.jpg,5
baseball_field708.jpg,5
baseball_field755.jpg,5
baseball_field493.jpg,5
baseball_field375.jpg,5
baseball_field298.jpg,5
school791.jpg,48
school48.jpg,48
school2.jpg,48
school431.jpg,48
school211.jpg,48
school83.jpg,48
school739.jpg,48
school159.jpg,48
school669.jpg,48
school760.jpg,48
mountain570.jpg,33
mountain242.jpg,33
mountain43.jpg,33
mountain694.jpg,33
mountain220.jpg,33
mountain321.jpg,33
mountain613.jpg,33
mountain381.jpg,33
mountain476.jpg,33
mountain298.jpg,33
transformer_station257.jpg,66
transformer_station616.jpg,66
transformer_station473.jpg,66
transformer_station790.jpg,66
transformer_station106.jpg,66
transformer_station251.jpg,66
transformer_station524.jpg,66
transformer_station501.jpg,66
transformer_station407.jpg,66
transformer_station204.jpg,66
oil_gas_field540.jpg,34
oil_gas_field515.jpg,34
oil_gas_field677.jpg,34
oil_gas_field245.jpg,34
oil_gas_field466.jpg,34
oil_gas_field765.jpg,34
oil_gas_field720.jpg,34
oil_gas_field196.jpg,34
oil_gas_field218.jpg,34
oil_gas_field368.jpg,34
swimming_pool360.jpg,62
swimming_pool160.jpg,62
swimming_pool385.jpg,62
swimming_pool700.jpg,62
swimming_pool325.jpg,62
swimming_pool582.jpg,62
swimming_pool111.jpg,62
swimming_pool58.jpg,62
swimming_pool179.jpg,62
swimming_pool315.jpg,62
sclerophyllous_forest467.jpg,49
sclerophyllous_forest761.jpg,49
sclerophyllous_forest723.jpg,49
sclerophyllous_forest731.jpg,49
sclerophyllous_forest146.jpg,49
sclerophyllous_forest780.jpg,49
sclerophyllous_forest214.jpg,49
sclerophyllous_forest288.jpg,49
sclerophyllous_forest213.jpg,49
sclerophyllous_forest276.jpg,49
palace647.jpg,37
palace764.jpg,37
palace457.jpg,37
palace660.jpg,37
palace278.jpg,37
palace440.jpg,37
palace363.jpg,37
palace537.jpg,37
palace435.jpg,37
palace700.jpg,37
industrial_area172.jpg,27
industrial_area290.jpg,27
industrial_area754.jpg,27
industrial_area28.jpg,27
industrial_area369.jpg,27
industrial_area775.jpg,27
industrial_area305.jpg,27
industrial_area255.jpg,27
industrial_area501.jpg,27
industrial_area208.jpg,27
terrace173.jpg,64
terrace421.jpg,64
terrace731.jpg,64
terrace787.jpg,64
terrace513.jpg,64
terrace523.jpg,64
terrace73.jpg,64
terrace36.jpg,64
terrace304.jpg,64
terrace3.jpg,64
lakeshore318.jpg,30
lakeshore313.jpg,30
lakeshore377.jpg,30
lakeshore40.jpg,30
lakeshore235.jpg,30
lakeshore442.jpg,30
lakeshore609.jpg,30
lakeshore465.jpg,30
lakeshore507.jpg,30
lakeshore33.jpg,30
railway_station705.jpg,43
railway_station394.jpg,43
railway_station48.jpg,43
railway_station659.jpg,43
railway_station11.jpg,43
railway_station694.jpg,43
railway_station44.jpg,43
railway_station435.jpg,43
railway_station703.jpg,43
railway_station116.jpg,43
wetland110.jpg,70
wetland2.jpg,70
wetland287.jpg,70
wetland722.jpg,70
wetland536.jpg,70
wetland342.jpg,70
wetland29.jpg,70
wetland82.jpg,70
wetland324.jpg,70
wetland672.jpg,70
shipping_yard516.jpg,54
shipping_yard500.jpg,54
shipping_yard226.jpg,54
shipping_yard448.jpg,54
shipping_yard568.jpg,54
shipping_yard96.jpg,54
shipping_yard375.jpg,54
shipping_yard457.jpg,54
shipping_yard744.jpg,54
shipping_yard599.jpg,54
sparse_residential231.jpg,58
sparse_residential160.jpg,58
sparse_residential4.jpg,58
sparse_residential374.jpg,58
sparse_residential552.jpg,58
sparse_residential653.jpg,58
sparse_residential735.jpg,58
sparse_residential764.jpg,58
sparse_residential214.jpg,58
sparse_residential197.jpg,58
storage_tank88.jpg,61
storage_tank523.jpg,61
storage_tank720.jpg,61
storage_tank579.jpg,61
storage_tank379.jpg,61
storage_tank202.jpg,61
storage_tank739.jpg,61
storage_tank145.jpg,61
storage_tank490.jpg,61
storage_tank433.jpg,61
lake589.jpg,29
lake737.jpg,29
lake195.jpg,29
lake605.jpg,29
lake306.jpg,29
lake58.jpg,29
lake10.jpg,29
lake546.jpg,29
lake556.jpg,29
lake386.jpg,29
tennis_court668.jpg,63
tennis_court256.jpg,63
tennis_court597.jpg,63
tennis_court609.jpg,63
tennis_court241.jpg,63
tennis_court493.jpg,63
tennis_court608.jpg,63
tennis_court795.jpg,63
tennis_court712.jpg,63
tennis_court30.jpg,63
rectangular_farmland669.jpg,44
rectangular_farmland409.jpg,44
rectangular_farmland256.jpg,44
rectangular_farmland363.jpg,44
rectangular_farmland715.jpg,44
rectangular_farmland225.jpg,44
rectangular_farmland778.jpg,44
rectangular_farmland518.jpg,44
rectangular_farmland70.jpg,44
rectangular_farmland294.jpg,44
cloud266.jpg,13
cloud364.jpg,13
cloud75.jpg,13
cloud643.jpg,13
cloud596.jpg,13
cloud148.jpg,13
cloud134.jpg,13
cloud498.jpg,13
cloud632.jpg,13
cloud361.jpg,13
convention_center783.jpg,15
convention_center409.jpg,15
convention_center623.jpg,15
convention_center100.jpg,15
convention_center61.jpg,15
convention_center641.jpg,15
convention_center728.jpg,15
convention_center631.jpg,15
convention_center96.jpg,15
convention_center42.jpg,15
roundabout315.jpg,47
roundabout179.jpg,47
roundabout312.jpg,47
roundabout244.jpg,47
roundabout265.jpg,47
roundabout601.jpg,47
roundabout239.jpg,47
roundabout28.jpg,47
roundabout745.jpg,47
roundabout736.jpg,47
pipeline548.jpg,41
pipeline772.jpg,41
pipeline672.jpg,41
pipeline371.jpg,41
pipeline783.jpg,41
pipeline90.jpg,41
pipeline310.jpg,41
pipeline432.jpg,41
pipeline19.jpg,41
pipeline702.jpg,41
park445.jpg,38
park224.jpg,38
park84.jpg,38
park249.jpg,38
park204.jpg,38
park150.jpg,38
park778.jpg,38
park159.jpg,38
park614.jpg,38
park379.jpg,38
desert459.jpg,20
desert633.jpg,20
desert191.jpg,20
desert584.jpg,20
desert548.jpg,20
desert720.jpg,20
desert310.jpg,20
desert283.jpg,20
desert496.jpg,20
desert288.jpg,20
shrubwood581.jpg,55
shrubwood756.jpg,55
shrubwood444.jpg,55
shrubwood111.jpg,55
shrubwood703.jpg,55
shrubwood391.jpg,55
shrubwood1.jpg,55
shrubwood3.jpg,55
shrubwood228.jpg,55
shrubwood521.jpg,55
sea_island547.jpg,52
sea_island128.jpg,52
sea_island768.jpg,52
sea_island486.jpg,52
sea_island646.jpg,52
sea_island610.jpg,52
sea_island348.jpg,52
sea_island418.jpg,52
sea_island197.jpg,52
sea_island709.jpg,52
ship625.jpg,53
ship789.jpg,53
ship133.jpg,53
ship270.jpg,53
ship358.jpg,53
ship554.jpg,53
ship602.jpg,53
ship80.jpg,53
ship726.jpg,53
ship278.jpg,53
beach585.jpg,7
beach627.jpg,7
beach497.jpg,7
beach43.jpg,7
beach524.jpg,7
beach745.jpg,7
beach600.jpg,7
beach110.jpg,7
beach318.jpg,7
beach333.jpg,7
dense_residential11.jpg,19
dense_residential688.jpg,19
dense_residential141.jpg,19
dense_residential282.jpg,19
dense_residential474.jpg,19
dense_residential710.jpg,19
dense_residential99.jpg,19
dense_residential80.jpg,19
dense_residential671.jpg,19
dense_residential149.jpg,19
cemetery724.jpg,9
cemetery708.jpg,9
cemetery795.jpg,9
cemetery401.jpg,9
cemetery467.jpg,9
cemetery725.jpg,9
cemetery292.jpg,9
cemetery275.jpg,9
cemetery273.jpg,9
cemetery688.jpg,9
freeway701.jpg,23
freeway348.jpg,23
freeway505.jpg,23
freeway715.jpg,23
freeway124.jpg,23
freeway394.jpg,23
freeway169.jpg,23
freeway263.jpg,23
freeway252.jpg,23
freeway739.jpg,23
deadend_road118.jpg,18
deadend_road575.jpg,18
deadend_road401.jpg,18
deadend_road270.jpg,18
deadend_road6.jpg,18
deadend_road710.jpg,18
deadend_road760.jpg,18
deadend_road431.jpg,18
