image,label
resort678.jpg,45
resort712.jpg,45
resort769.jpg,45
resort431.jpg,45
resort172.jpg,45
parking_space_marking203.jpg,40
parking_space_marking422.jpg,40
parking_space_marking15.jpg,40
parking_space_marking468.jpg,40
parking_space_marking643.jpg,40
mobile_home_park298.jpg,32
mobile_home_park432.jpg,32
mobile_home_park307.jpg,32
mobile_home_park455.jpg,32
mobile_home_park264.jpg,32
railway281.jpg,42
railway172.jpg,42
railway90.jpg,42
railway7.jpg,42
railway87.jpg,42
thermal_power_station731.jpg,65
thermal_power_station284.jpg,65
thermal_power_station319.jpg,65
thermal_power_station117.jpg,65
thermal_power_station232.jpg,65
airport_runway_marking214.jpg,3
airport_runway_marking703.jpg,3
airport_runway_marking168.jpg,3
airport_runway_marking548.jpg,3
airport_runway_marking248.jpg,3
sea_ice525.jpg,51
sea_ice223.jpg,51
sea_ice690.jpg,51
sea_ice293.jpg,51
sea_ice675.jpg,51
airport770.jpg,2
airport566.jpg,2
airport542.jpg,2
airport674.jpg,2
airport794.jpg,2
golf_course592.jpg,24
golf_course325.jpg,24
golf_course649.jpg,24
golf_course786.jpg,24
golf_course665.jpg,24
baseball_field209.jpg,5
baseball_field724.jpg,5
baseball_field46.jpg,5
baseball_field388.jpg,5
baseball_field33.jpg,5
school96.jpg,48
school162.jpg,48
school167.jpg,48
school488.jpg,48
school341.jpg,48
mountain9.jpg,33
mountain428.jpg,33
mountain43.jpg,33
mountain600.jpg,33
mountain10.jpg,33
transformer_station650.jpg,66
transformer_station506.jpg,66
transformer_station207.jpg,66
transformer_station97.jpg,66
transformer_station619.jpg,66
oil_gas_field275.jpg,34
oil_gas_field135.jpg,34
oil_gas_field704.jpg,34
oil_gas_field138.jpg,34
oil_gas_field792.jpg,34
swimming_pool551.jpg,62
swimming_pool429.jpg,62
swimming_pool708.jpg,62
swimming_pool433.jpg,62
swimming_pool219.jpg,62
sclerophyllous_forest699.jpg,49
sclerophyllous_forest75.jpg,49
sclerophyllous_forest40.jpg,49
sclerophyllous_forest163.jpg,49
sclerophyllous_forest397.jpg,49
palace726.jpg,37
palace573.jpg,37
palace42.jpg,37
palace242.jpg,37
palace190.jpg,37
industrial_area314.jpg,27
industrial_area543.jpg,27
industrial_area121.jpg,27
industrial_area178.jpg,27
industrial_area743.jpg,27
terrace700.jpg,64
terrace35.jpg,64
terrace314.jpg,64
terrace635.jpg,64
terrace265.jpg,64
lakeshore184.jpg,30
lakeshore102.jpg,30
lakeshore235.jpg,30
lakeshore730.jpg,30
lakeshore383.jpg,30
railway_station794.jpg,43
railway_station456.jpg,43
railway_station117.jpg,43
railway_station419.jpg,43
railway_station333.jpg,43
wetland69.jpg,70
wetland62.jpg,70
wetland654.jpg,70
